buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
5015.0,5.0,1000.0,38.157901772172956,3.076227363509241,5000,5000.0,325.07350730895996
6018.0,6.0,1000.0,3.3729630947824196,19.333998213638544,6000,6000.0,376.79586720466614
7021.0,7.0,1000.0,327.10731834277004,19.21766893055078,7000,7000.0,428.8313150405884
8024.0,8.0,1000.0,20.979187875162793,19.411497710280358,8000,8000.0,480.3471758365631
9027.0,9.0,1000.0,18.89431989278218,19.270727504302577,9000,9000.0,532.2393536567688
10030.0,10.0,1000.0,23.041978822253032,19.486499473530973,10000,10000.0,583.5569343566895
11033.0,11.0,1000.0,38.724031344645965,12.387874016312685,11000,11000.0,664.2810366153717
12036.0,12.0,1000.0,55.68541835920154,19.472786383337827,12000,12000.0,715.6347558498383
13039.0,13.0,1000.0,21.972936149535595,19.438348091148438,13000,13000.0,767.0794570446014
14042.0,14.0,1000.0,42.905577738773005,19.44897020390744,14000,14000.0,818.4960615634918
15045.0,15.0,1000.0,233.71852822180563,19.45448160525856,15000,15000.0,869.898099899292
16048.0,16.0,1000.0,25.039812934194636,19.456575755037626,16000,16000.0,921.2946059703827
17051.0,17.0,1000.0,238.6672584101094,19.44475074171781,17000,17000.0,972.7223677635193
18054.0,18.0,1000.0,240.10426174375704,19.447778124186502,18000,18000.0,1024.1421236991882
19057.0,19.0,1000.0,40.29180512783196,19.511232440616954,19000,19000.0,1075.3946533203125
20060.0,20.0,1000.0,347.1743922409529,19.531644801440436,20000,20000.0,1126.5936188697815
21063.0,21.0,1000.0,322.4011931523867,12.845762716058704,21000,21000.0,1204.4403009414673
22066.0,22.0,1000.0,7.6679252299080405,19.4593062720087,22000,22000.0,1255.8295950889587
23069.0,23.0,1000.0,3.04618388118034,19.48595991074312,23000,23000.0,1307.1485967636108
24072.0,24.0,1000.0,18.456029507699622,19.46652598688702,24000,24000.0,1358.5188314914703
25075.0,25.0,1000.0,16.63321637437877,19.490573050368567,25000,25000.0,1409.8256866931915
26078.0,26.0,1000.0,14.318180743903527,19.50811713035745,26000,26000.0,1461.0864005088806
27081.0,27.0,1000.0,174.0632612820436,19.454329829635512,27000,27000.0,1512.4888398647308
28084.0,28.0,1000.0,14.270852770004712,19.3680247667405,28000,28000.0,1564.1203317642212
29087.0,29.0,1000.0,45.21459842665064,19.536335107946126,29000,29000.0,1615.3070056438446
30090.0,30.0,1000.0,25.25194825163016,19.45065130357753,30000,30000.0,1666.7191667556763
31093.0,31.0,1000.0,41.82984578610401,13.621499817314957,31000,31000.0,1740.1325221061707
32096.0,32.0,1000.0,31.19265527895581,19.377795352769002,32000,32000.0,1791.7379801273346
33099.0,33.0,1000.0,36.952457257447094,19.48542961120001,33000,33000.0,1843.0583789348602
34102.0,34.0,1000.0,47.714300821613776,19.466173546969856,34000,34000.0,1894.4295439720154
35105.0,35.0,1000.0,16.71398589774117,19.562620374096852,35000,35000.0,1945.5474407672882
36108.0,36.0,1000.0,30.965342549494142,19.507076192930775,36000,36000.0,1996.8108904361725
37111.0,37.0,1000.0,57.74548022926983,19.49867255927088,37000,37000.0,2048.096433401108
38114.0,38.0,1000.0,81.42462463468905,19.455057778632405,38000,38000.0,2099.4969494342804
39117.0,39.0,1000.0,41.06834975601317,19.56029580765148,39000,39000.0,2150.6209213733673
40120.0,40.0,1000.0,287.74118723704737,19.532655252223442,40000,40000.0,2201.8172385692596
41123.0,41.0,1000.0,35.088142927798195,12.787758125543464,41000,41000.0,2280.0170295238495
42126.0,42.0,1000.0,34.230828971979335,19.472814318770173,42000,42000.0,2331.3706753253937
43129.0,43.0,1000.0,20.11613331782125,19.48942576408462,43000,43000.0,2382.6805510520935
44132.0,44.0,1000.0,55.9895878112935,19.496227500077822,44000,44000.0,2433.972526073456
45135.0,45.0,1000.0,117.36464561870898,19.542297219611285,45000,45000.0,2485.143583536148
46138.0,46.0,1000.0,108.7968595902262,19.484137749243125,46000,46000.0,2536.4673845767975
47141.0,47.0,1000.0,7.969532034859669,19.496881733728586,47000,47000.0,2587.7576384544373
48144.0,48.0,1000.0,15.668875132161709,19.459625870850832,48000,48000.0,2639.1460886001587
49147.0,49.0,1000.0,62.133040263706775,19.502551089620948,49000,49000.0,2690.4214322566986
50150.0,50.0,1000.0,16.16462110366626,19.60788686117487,50000,50000.0,2741.421318769455
51153.0,51.0,1000.0,72.68269717688425,12.804994838959736,51000,51000.0,2819.515845298767
52156.0,52.0,1000.0,20.47637275768481,19.512196755849054,52000,52000.0,2870.7658417224884
53159.0,53.0,1000.0,21.755413035926434,19.465329405427315,53000,53000.0,2922.1392345428467
54162.0,54.0,1000.0,41.23192986565616,19.42352938811972,54000,54000.0,2973.6231846809387
55165.0,55.0,1000.0,27.176259498125514,19.520860623440672,55000,55000.0,3024.8504350185394
56168.0,56.0,1000.0,59.65927687884062,19.50310435856,56000,56000.0,3076.1243240833282
57171.0,57.0,1000.0,38.175389463116765,19.48516782152129,57000,57000.0,3127.445412158966
58174.0,58.0,1000.0,45.811593488388155,19.475721759655762,58000,58000.0,3178.7913913726807
59177.0,59.0,1000.0,21.06717784525869,19.435515649784975,59000,59000.0,3230.2435898780823
60180.0,60.0,1000.0,26.028765766329247,19.659509506790798,60000,60000.0,3281.10955953598
61183.0,61.0,1000.0,49.439029942219804,12.733229699318136,61000,61000.0,3359.6442306041718
62186.0,62.0,1000.0,40.284219827775736,19.574840635289988,62000,62000.0,3410.730215549469
63189.0,63.0,1000.0,30.567445592554126,19.50441533495631,63000,63000.0,3462.000658273697
