buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
5015.0,5.0,1000.0,23.480220064040928,3.0558365353717716,5000,5000.0,327.2426371574402
6018.0,6.0,1000.0,37.97843426327466,18.501421978687326,6000,6000.0,381.292537689209
7021.0,7.0,1000.0,25.25140835243398,18.602084095807164,7000,7000.0,435.0499563217163
8024.0,8.0,1000.0,21.76092130983555,18.439671993002367,8000,8000.0,489.28085708618164
9027.0,9.0,1000.0,152.8149613342407,18.61114464433996,9000,9000.0,543.0121047496796
10030.0,10.0,1000.0,16.517017183787697,18.632957005386757,10000,10000.0,596.6804521083832
11033.0,11.0,1000.0,492.7066636759733,12.199608380815524,11000,11000.0,678.6502976417542
12036.0,12.0,1000.0,10.971265172705898,18.496917968260213,12000,12000.0,732.7133591175079
13039.0,13.0,1000.0,340.4812073578673,18.504692231874113,13000,13000.0,786.7537071704865
14042.0,14.0,1000.0,29.534198282307766,18.534528386451818,14000,14000.0,840.7070641517639
15045.0,15.0,1000.0,28.70244390539716,18.543700970796284,15000,15000.0,894.6337327957153
16048.0,16.0,1000.0,29.84191902615494,18.517568326971723,16000,16000.0,948.636504650116
17051.0,17.0,1000.0,425.4985990744269,18.514235251863962,17000,17000.0,1002.6489984989166
18054.0,18.0,1000.0,32.423568170815955,18.49794884567648,18000,18000.0,1056.7090475559235
19057.0,19.0,1000.0,20.93884946670841,18.556241220075478,19000,19000.0,1110.5992727279663
20060.0,20.0,1000.0,28.041968364110943,18.689106679376003,20000,20000.0,1164.1063792705536
21063.0,21.0,1000.0,496.4383976504078,12.285145695163164,21000,21000.0,1245.5054960250854
22066.0,22.0,1000.0,456.2071326221895,18.538151282714825,22000,22000.0,1299.448308467865
23069.0,23.0,1000.0,482.36398357201153,18.492633761349754,23000,23000.0,1353.5238945484161
24072.0,24.0,1000.0,42.133110213292504,18.50281388255939,24000,24000.0,1407.569729089737
25075.0,25.0,1000.0,474.4810379763893,18.477783309550528,25000,25000.0,1461.6887757778168
26078.0,26.0,1000.0,15.7964748406877,18.469899548467026,26000,26000.0,1515.8309230804443
27081.0,27.0,1000.0,125.87585021946654,18.457964100691292,27000,27000.0,1570.0080795288086
28084.0,28.0,1000.0,27.399728004682263,18.502776743903574,28000,28000.0,1624.0540232658386
29087.0,29.0,1000.0,24.032615238356694,18.551068830556428,29000,29000.0,1677.9592740535736
30090.0,30.0,1000.0,36.75046844918311,18.682841716891428,30000,30000.0,1731.4843227863312
31093.0,31.0,1000.0,388.4564919067819,12.394689566027116,31000,31000.0,1812.1640374660492
32096.0,32.0,1000.0,34.49362458862599,18.530656709624395,32000,32000.0,1866.1286664009094
33099.0,33.0,1000.0,364.3415325070236,18.489929680981678,33000,33000.0,1920.2121613025665
34102.0,34.0,1000.0,19.298182089882538,18.53085156089416,34000,34000.0,1974.176223039627
35105.0,35.0,1000.0,22.4023151949579,19.08897649591398,35000,35000.0,2026.562479019165
36108.0,36.0,1000.0,42.694950460902724,18.556939141394167,36000,36000.0,2080.450677394867
37111.0,37.0,1000.0,23.48245034739706,18.4896672226757,37000,37000.0,2134.53493976593
38114.0,38.0,1000.0,34.4335848325493,18.494997646534408,38000,38000.0,2188.603614807129
39117.0,39.0,1000.0,67.62071457596323,18.558072133573145,39000,39000.0,2242.4885234832764
40120.0,40.0,1000.0,93.97231658878411,18.649867469480675,40000,40000.0,2296.1082084178925
41123.0,41.0,1000.0,41.87003131687649,12.395713801916244,41000,41000.0,2376.7812559604645
42126.0,42.0,1000.0,27.071826316383586,18.54451790255004,42000,42000.0,2430.7055490016937
43129.0,43.0,1000.0,30.38916852015088,18.59275493830822,43000,43000.0,2484.489940404892
44132.0,44.0,1000.0,97.41187895754996,18.50966308477983,44000,44000.0,2538.5157759189606
45135.0,45.0,1000.0,27.835061451085135,18.641809285357102,45000,45000.0,2592.1586389541626
46138.0,46.0,1000.0,335.67721463079783,18.475820568717662,46000,46000.0,2646.2834351062775
47141.0,47.0,1000.0,34.11968271126693,18.544287672025924,47000,47000.0,2700.2083973884583
48144.0,48.0,1000.0,36.32025151962084,18.535274312871525,48000,48000.0,2754.1595826148987
49147.0,49.0,1000.0,21.848930274344188,18.55665458085113,49000,49000.0,2808.048607826233
50150.0,50.0,1000.0,24.60088655964177,18.6983930105569,50000,50000.0,2861.5291407108307
51153.0,51.0,1000.0,111.56218764856446,12.404038948544605,51000,51000.0,2942.148043870926
52156.0,52.0,1000.0,17.039586192759845,18.512369917324733,52000,52000.0,2996.1659801006317
53159.0,53.0,1000.0,70.72299812900424,18.528899794711666,53000,53000.0,3050.1357259750366
54162.0,54.0,1000.0,7.165021197287165,18.524263849799972,54000,54000.0,3104.118978500366
55165.0,55.0,1000.0,385.5238872266207,18.5247490132543,55000,55000.0,3158.1008172035217
56168.0,56.0,1000.0,320.36799194265944,18.53171550546446,56000,56000.0,3212.0623626708984
57171.0,57.0,1000.0,14.379058054962403,18.535908647379607,57000,57000.0,3266.0117015838623
58174.0,58.0,1000.0,25.455437404722588,18.53949815695428,58000,58000.0,3319.9505953788757
59177.0,59.0,1000.0,10.317772876466318,18.484976344625174,59000,59000.0,3374.0485830307007
60180.0,60.0,1000.0,340.9147624034693,18.72072181299933,60000,60000.0,3427.4653272628784
61183.0,61.0,1000.0,15.469106613887297,12.383119383655627,61000,61000.0,3508.220424413681
62186.0,62.0,1000.0,17.42687907143099,18.53563939394514,62000,62000.0,3562.170547246933
63189.0,63.0,1000.0,22.16880156334468,18.527269326716723,63000,63000.0,3616.1450431346893
