buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
5015.0,5.0,1000.0,10.182265467204026,3.2475763417707584,5000,5000.0,307.9219388961792
6018.0,6.0,1000.0,5.883275984476901,29.960929607833428,6000,6000.0,341.2987411022186
7021.0,7.0,1000.0,5.242014247222733,29.913868922376917,7000,7000.0,374.72805166244507
8024.0,8.0,1000.0,8.332095713796209,29.61157310359581,8000,8000.0,408.4986321926117
9027.0,9.0,1000.0,5.906396128844789,29.69055558860166,9000,9000.0,442.17937660217285
10030.0,10.0,1000.0,5.790937442356334,39.87303194529056,10000,10000.0,467.258985042572
11033.0,11.0,1000.0,6.099382448825215,16.12460319349263,11000,11000.0,529.276015996933
12036.0,12.0,1000.0,3.9845399063833122,29.775929652117192,12000,12000.0,562.8601908683777
13039.0,13.0,1000.0,5.442121835029971,29.783236007177255,13000,13000.0,596.436126947403
14042.0,14.0,1000.0,4.546109396727147,29.661943975039268,14000,14000.0,630.1493594646454
15045.0,15.0,1000.0,4.567678906173682,29.88045911381737,15000,15000.0,663.6160476207733
16048.0,16.0,1000.0,4.73118212383291,29.618899408846367,16000,16000.0,697.3782751560211
17051.0,17.0,1000.0,6.439539809205818,29.659755626560166,17000,17000.0,731.0939953327179
18054.0,18.0,1000.0,4.955497263745453,29.43947415392388,18000,18000.0,765.0619938373566
19057.0,19.0,1000.0,6.413434758951605,29.969766027546637,19000,19000.0,798.428955078125
20060.0,20.0,1000.0,3.9237665240214885,39.48300776960614,20000,20000.0,823.7563064098358
21063.0,21.0,1000.0,4.466534286494319,16.50253571569188,21000,21000.0,884.3530552387238
22066.0,22.0,1000.0,6.010187117580107,29.73541679226855,22000,22000.0,917.9829859733582
23069.0,23.0,1000.0,7.867878715736314,29.73843250313202,23000,23000.0,951.6095066070557
24072.0,24.0,1000.0,3.1634261527531877,29.742820122122232,24000,24000.0,985.2310667037964
25075.0,25.0,1000.0,3.199683153741364,29.804098585124905,25000,25000.0,1018.7834992408752
26078.0,26.0,1000.0,5.154625323860784,29.52902451186196,26000,26000.0,1052.648485660553
27081.0,27.0,1000.0,4.4626119869745455,29.489024170782198,27000,27000.0,1086.5594079494476
28084.0,28.0,1000.0,5.547783730488999,29.57543214778786,28000,28000.0,1120.3712556362152
29087.0,29.0,1000.0,2.3563402034098826,30.11372153248003,29000,29000.0,1153.5787093639374
30090.0,30.0,1000.0,3.86859889647276,40.145697453610126,30000,30000.0,1178.4879801273346
31093.0,31.0,1000.0,4.145913478399469,16.521721195608183,31000,31000.0,1239.014362335205
32096.0,32.0,1000.0,3.728775976616258,29.706680189757677,32000,32000.0,1272.6768252849579
33099.0,33.0,1000.0,3.373619447103692,29.90712080572871,33000,33000.0,1306.1136786937714
34102.0,34.0,1000.0,5.981686669912268,29.485319452495474,34000,34000.0,1340.0288619995117
35105.0,35.0,1000.0,3.193823674109484,29.245607814953342,35000,35000.0,1374.2220313549042
36108.0,36.0,1000.0,4.639558634169831,29.69972153607864,36000,36000.0,1407.8923811912537
37111.0,37.0,1000.0,3.060501881836182,29.815258880905304,37000,37000.0,1441.4322547912598
38114.0,38.0,1000.0,4.380504301366338,29.464984450865607,38000,38000.0,1475.3708448410034
39117.0,39.0,1000.0,6.02110918514481,30.023520012167737,39000,39000.0,1508.6780652999878
40120.0,40.0,1000.0,5.965608217565668,39.81350027491536,40000,40000.0,1533.7951741218567
41123.0,41.0,1000.0,5.037076539337534,16.28159348338761,41000,41000.0,1595.2142243385315
42126.0,42.0,1000.0,4.3385775027334335,29.282178752314802,42000,42000.0,1629.3646891117096
43129.0,43.0,1000.0,6.249250145798515,29.184902487532707,43000,43000.0,1663.6289811134338
44132.0,44.0,1000.0,6.199695172964606,29.73297308995887,44000,44000.0,1697.261676311493
45135.0,45.0,1000.0,5.806076363021184,30.23190566166729,45000,45000.0,1730.33931350708
46138.0,46.0,1000.0,5.200130156911366,30.128580741197148,46000,46000.0,1763.530389547348
47141.0,47.0,1000.0,4.326243308116946,30.178605397342338,47000,47000.0,1796.6664471626282
48144.0,48.0,1000.0,4.688564367836725,29.611559514948954,48000,48000.0,1830.4370431900024
49147.0,49.0,1000.0,3.723960782211715,30.081175491149864,49000,49000.0,1863.6804254055023
50150.0,50.0,1000.0,4.517187906749529,39.623173334293895,50000,50000.0,1888.9181821346283
51153.0,51.0,1000.0,3.95576095909105,16.93967890415507,51000,51000.0,1947.9511790275574
52156.0,52.0,1000.0,9.937404727184049,29.989176007723977,52000,52000.0,1981.2965438365936
53159.0,53.0,1000.0,3.752270239940358,29.302792953891903,53000,53000.0,2015.4229838848114
54162.0,54.0,1000.0,1.774915702985414,29.296790594587378,54000,54000.0,2049.5564160346985
55165.0,55.0,1000.0,2.9431851587641678,29.608358586324385,55000,55000.0,2083.3306629657745
56168.0,56.0,1000.0,4.525338935013794,29.3112212015325,56000,56000.0,2117.4472901821136
57171.0,57.0,1000.0,6.895579227907165,29.32768990328864,57000,57000.0,2151.5447595119476
58174.0,58.0,1000.0,1.98035248604928,29.011830788234636,58000,58000.0,2186.013456583023
59177.0,59.0,1000.0,1.0191053250976851,28.92744624350678,59000,59000.0,2220.5827028751373
60180.0,60.0,1000.0,38.51352471308357,39.052741886640696,60000,60000.0,2246.1891000270844
61183.0,61.0,1000.0,49.79178512402676,17.874124952087158,61000,61000.0,2302.135895252228
62186.0,62.0,1000.0,57.45068085596133,29.42277279054043,62000,62000.0,2336.1231751441956
63189.0,63.0,1000.0,70.6547732167183,29.662986558831914,63000,63000.0,2369.8352227211
