buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
5015.0,5.0,1000.0,110.82135505484293,3.5686579691076914,5000,5000.0,280.21738743782043
6018.0,6.0,1000.0,23.6799997127059,29.465253335287798,6000,6000.0,314.15566778182983
7021.0,7.0,1000.0,18.16379497792112,29.593672414184695,7000,7000.0,347.9466760158539
8024.0,8.0,1000.0,96.50826145719138,29.6184344542192,8000,8000.0,381.70943427085876
9027.0,9.0,1000.0,19.878539698639955,29.440104192165624,9000,9000.0,415.6767063140869
10030.0,10.0,1000.0,50.553558587095075,29.703549959276014,10000,10000.0,449.34271693229675
11033.0,11.0,1000.0,291.83054421956257,17.175537180455073,11000,11000.0,507.5650599002838
12036.0,12.0,1000.0,239.71275827532216,29.61777772806532,12000,12000.0,541.3285665512085
13039.0,13.0,1000.0,136.37473283945846,29.40470830182815,13000,13000.0,575.336727142334
14042.0,14.0,1000.0,208.86103355857563,29.365076103418655,14000,14000.0,609.3907861709595
15045.0,15.0,1000.0,112.32536253874788,29.39373041291463,15000,15000.0,643.4116473197937
16048.0,16.0,1000.0,234.69131098683954,29.34982122328102,16000,16000.0,677.483405828476
17051.0,17.0,1000.0,206.26830672822982,29.375635104015057,17000,17000.0,711.5252237319946
18054.0,18.0,1000.0,220.68024444227618,29.35471595908277,18000,18000.0,745.5913014411926
19057.0,19.0,1000.0,207.17002135054676,29.364126924261054,19000,19000.0,779.6464610099792
20060.0,20.0,1000.0,338.0149675044328,29.411959401927803,20000,20000.0,813.6462368965149
21063.0,21.0,1000.0,272.1152257047201,17.259471665620715,21000,21000.0,871.5854387283325
22066.0,22.0,1000.0,195.0647464684158,29.387590674097353,22000,22000.0,905.6134080886841
23069.0,23.0,1000.0,360.8792242806647,29.515999365726458,23000,23000.0,939.4933393001556
24072.0,24.0,1000.0,190.48058036119667,29.512703601434396,24000,24000.0,973.377053976059
25075.0,25.0,1000.0,197.4972693005704,29.31994861677439,25000,25000.0,1007.4835271835327
26078.0,26.0,1000.0,189.43883485043725,29.284303558442694,26000,26000.0,1041.6315145492554
27081.0,27.0,1000.0,202.13387921358884,29.3768506547278,27000,27000.0,1075.6719243526459
28084.0,28.0,1000.0,285.10194777822574,29.55850434491206,28000,28000.0,1109.503136396408
29087.0,29.0,1000.0,329.0946072307876,29.57635958184851,29000,29000.0,1143.3139245510101
30090.0,30.0,1000.0,276.8226919370219,29.565596001611343,30000,30000.0,1177.1370210647583
31093.0,31.0,1000.0,270.10157176420415,17.767968664590647,31000,31000.0,1233.4180765151978
32096.0,32.0,1000.0,244.3661638181302,29.572472130670224,32000,32000.0,1267.23330950737
33099.0,33.0,1000.0,222.65323533858754,29.300376240838453,33000,33000.0,1301.3625655174255
34102.0,34.0,1000.0,272.35951628166134,29.55842435503034,34000,34000.0,1335.1938688755035
35105.0,35.0,1000.0,219.59862530001237,29.45921341622277,35000,35000.0,1369.1391077041626
36108.0,36.0,1000.0,209.98931840462325,29.72511793740946,36000,36000.0,1402.7806916236877
37111.0,37.0,1000.0,221.92207034208474,29.300766990139337,37000,37000.0,1436.90949177742
38114.0,38.0,1000.0,247.19283519040223,29.541305238606647,38000,38000.0,1470.7604007720947
39117.0,39.0,1000.0,230.94843580944982,29.260199911232355,39000,39000.0,1504.9365179538727
40120.0,40.0,1000.0,279.0551714810804,29.526181027635847,40000,40000.0,1538.8047666549683
41123.0,41.0,1000.0,213.20499327323188,17.794339521758033,41000,41000.0,1595.0024139881134
42126.0,42.0,1000.0,210.41129685805453,29.661163238952657,42000,42000.0,1628.7165336608887
43129.0,43.0,1000.0,228.3900698519668,29.427481089021892,43000,43000.0,1662.6983773708344
44132.0,44.0,1000.0,266.128992260418,29.327023040524374,44000,44000.0,1696.7966222763062
45135.0,45.0,1000.0,211.17104005609391,29.361318807006857,45000,45000.0,1730.855039358139
46138.0,46.0,1000.0,225.00651106880335,29.473168269600833,46000,46000.0,1764.7842061519623
47141.0,47.0,1000.0,216.5866683862112,29.756889643129508,47000,47000.0,1798.3898701667786
48144.0,48.0,1000.0,234.05809562161068,29.824194494377743,48000,48000.0,1831.9196949005127
49147.0,49.0,1000.0,256.8677643486901,29.843553698935004,49000,49000.0,1865.4277698993683
50150.0,50.0,1000.0,233.87740195260074,29.831270376200532,50000,50000.0,1898.9496417045593
51153.0,51.0,1000.0,325.393452891106,6.305687577438086,51000,51000.0,2057.536630630493
52156.0,52.0,1000.0,274.08996481325795,30.487752400522055,52000,52000.0,2090.3366882801056
53159.0,53.0,1000.0,252.0521454627613,29.88430744898873,53000,53000.0,2123.7990674972534
54162.0,54.0,1000.0,340.03320860429545,30.41301499165229,54000,54000.0,2156.679728746414
55165.0,55.0,1000.0,289.5482842419487,29.8690104530114,55000,55000.0,2190.159244775772
56168.0,56.0,1000.0,227.04535868164444,30.40570830799466,56000,56000.0,2223.047806739807
57171.0,57.0,1000.0,513.7478806142491,29.59950001500686,57000,57000.0,2256.8321619033813
58174.0,58.0,1000.0,292.9727510870087,29.75475459852863,58000,58000.0,2290.440237760544
59177.0,59.0,1000.0,204.98626020447034,29.227247313814154,59000,59000.0,2324.6548869609833
60180.0,60.0,1000.0,205.78449410498828,29.873156262219666,60000,60000.0,2358.1297578811646
61183.0,61.0,1000.0,263.97023018496196,16.299919919331117,61000,61000.0,2419.479752779007
62186.0,62.0,1000.0,199.34303323268088,29.82055689145459,62000,62000.0,2453.013667821884
63189.0,63.0,1000.0,217.5608509607398,29.496310904139936,63000,63000.0,2486.9162137508392
